"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-09",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"65",",,7","28",",,7","41",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-10",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"72",",,7","28",",,7","28",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-11",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"68",",,7","27",",,7","41",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-12",,,,,"0.00","T,,7,0600","0.0",",,7,","0.0",",,7,",,,"49",",,7","32",",,7","34",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-13",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"63",",,7","27",",,7","27",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-14",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"56",",,7","26",",,7","44",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-15",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"73",",,7","36",",,7","44",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-16",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"78",",,7","40",",,7","44",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-17",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"79",",,7","41",",,7","46",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-18",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"73",",,7","35",",,7","35",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-19",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"82",",,7","35",",,7","49",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-20",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"82",",,7","46",",,7","54",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-21",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"76",",,7","38",",,7","38",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-22",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"65",",,7","37",",,7","40",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-23",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"70",",,7","37",",,7","44",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-24",,,,,"0.57",",,7,0600","0.0","T,,7,","0.0",",,7,",,,"77",",,7","32",",,7","37",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-25",,,,,"0.00","T,,7,0600","0.0","T,,7,","0.0",",,7,",,,"52",",,7","31",",,7","32",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-26",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"65",",,7","30",",,7","43",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-27",,,,,"0.00","T,,7,0600","0.0",",,7,","0.0",",,7,",,,"52",",,7","32",",,7","32",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-28",,,,,"0.01",",,7,0600","0.0",",,7,","0.0",",,7,",,,"64",",,7","32",",,7","44",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-29",,,,,"0.11",",,7,0600","0.0",",,7,","0.0",",,7,",,,"44",",,7","35",",,7","36",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-30",,,,,"0.01",",,7,0600","0.0",",,7,","0.0",",,7,",,,"57",",,7","33",",,7","34",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-03-31",,,,,"0.00","T,,7,0600","0.0",",,7,","0.0",",,7,",,,"67",",,7","33",",,7","41",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-01",,,,,"0.07",",,7,0600","0.0","T,,7,","0.0",",,7,",,,"44",",,7","32",",,7","33",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-02",,,,,"0.00","T,,7,0600","0.0","T,,7,","0.0",",,7,",,,"41",",,7","31",",,7","31",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-03",,,,,"0.04",",,7,0600","0.0",",,7,","0.0",",,7,",,,"63",",,7","31",",,7","36",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-04",,,,,"0.17",",,7,0600","0.2",",,7,","0.0","T,,7,",,,"59",",,7","31",",,7","31",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-05",,,,,"0.14",",,7,0600","0.4",",,7,","0.0",",,7,",,,"41",",,7","27",",,7","28",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-06",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"56",",,7","27",",,7","33",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-07",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"66",",,7","33",",,7","47",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-08",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"77",",,7","47",",,7","49",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-09",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"78",",,7","43",",,7","44",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-10",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"62",",,7","32",",,7","32",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-11",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"60",",,7","30",",,7","30",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-12",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"73",",,7","30",",,7","36",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-13",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"75",",,7","35",",,7","40",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-14",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"81",",,7","40",",,7","44",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-15",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"81",",,7","41",",,7","42",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-16",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"69",",,7","40",",,7","40",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-17",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"74",",,7","38",",,7","43",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-18",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"78",",,7","41",",,7","49",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-19",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"80",",,7","44",",,7","44",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-20",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"76",",,7","41",",,7","41",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-21",,,,,"0.10",",,7,0600","0.0",",,7,","0.0",",,7,",,,"63",",,7","41",",,7","41",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-22",,,,,"0.13",",,7,0600","0.0","T,,7,","0.0",",,7,",,,"48",",,7","33",",,7","34",",,7,0600","    1",",,7",,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-23",,,,,"0.08",",,7,0600","0.0","T,,7,","0.0",",,7,",,,"57",",,7","34",",,7","40",",,7,0600","    1",",,7",,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-24",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"79",",,7","38",",,7","50",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-25",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"67",",,7","40",",,7","41",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-26",,,,,"0.09",",,7,0600","0.0",",,7,","0.0",",,7,",,,"60",",,7","29",",,7","29",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-27",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"61",",,7","29",",,7","41",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-28",,,,,"0.00","T,,7,0600","0.0",",,7,","0.0",",,7,",,,"53",",,7","35",",,7","36",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-29",,,,,"0.21",",,7,0600","2.7",",,7,","1.0",",,7,",,,"54",",,7","28",",,7","29",",,7,0600","    1",",,7",,,,,,,"    1",",,7",,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-04-30",,,,,"0.22",",,7,0600","1.7",",,7,","1.0",",,7,",,,"30",",,7","25",",,7","29",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-01",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"61",",,7","29",",,7","40",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-02",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"67",",,7","39",",,7","41",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-03",,,,,"0.10",",,7,0600","0.0",",,7,","0.0",",,7,",,,"64",",,7","40",",,7","40",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-04",,,,,"0.12",",,7,0600","0.0",",,7,","0.0",",,7,",,,"55",",,7","33",",,7","35",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-05",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"72",",,7","35",",,7","46",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-06",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"81",",,7","45",",,7","49",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-07",,,,,"0.00","T,,7,0600","0.0",",,7,","0.0",",,7,",,,"88",",,7","49",",,7","65",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-08",,,,,"0.06",",,7,0600","0.0",",,7,","0.0",",,7,",,,"81",",,7","49",",,7","50",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-09",,,,,"1.23",",,7,0600","0.0","T,,7,","0.0",",,7,",,,"71",",,7","47",",,7","49",",,7,0600",,,"    1",",,7",,,"    1",",,7",,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-10",,,,,"0.01",",,7,0600","0.0",",,7,","0.0",",,7,",,,"67",",,7","49",",,7","51",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-11",,,,,"0.36",",,7,0600","0.0",",,7,","0.0",",,7,",,,"53",",,7","45",",,7","46",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-12",,,,,"0.00","T,,7,0600","0.0",",,7,","0.0",",,7,",,,"65",",,7","44",",,7","44",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-13",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"80",",,7","44",",,7","48",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-14",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"86",",,7","48",",,7","48",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-15",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"78",",,7","47",",,7","52",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-16",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"84",",,7","51",",,7","51",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-17",,,,,"0.06",",,7,0600","0.0",",,7,","0.0",",,7,",,,"72",",,7","43",",,7","44",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-18",,,,,"0.91",",,7,0600","0.0","T,,7,","0.0",",,7,",,,"73",",,7","34",",,7","34",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-19",,,,,"0.95",",,7,0600","0.0","T,,7,","0.0",",,7,",,,"37",",,7","32",",,7","33",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-20",,,,,"0.04",",,7,0600","0.0","T,,7,","0.0",",,7,",,,"38",",,7","32",",,7","32",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-21",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"62",",,7","32",",,7","41",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-22",,,,,"0.19",",,7,0600","0.0",",,7,","0.0",",,7,",,,"67",",,7","41",",,7","43",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-23",,,,,"0.14",",,7,0600","0.0",",,7,","0.0",",,7,",,,"68",",,7","38",",,7","38",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-24",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"62",",,7","38",",,7","41",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-25",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"86",",,7","41",",,7","57",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-26",,,,,"0.33",",,7,0600","0.0",",,7,","0.0",",,7,",,,"80",",,7","45",",,7","47",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-27",,,,,"0.01",",,7,0600","0.0",",,7,","0.0",",,7,",,,"72",",,7","44",",,7","45",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-28",,,,,"0.19",",,7,0600","0.0",",,7,","0.0",",,7,",,,"58",",,7","41",",,7","42",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-29",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"72",",,7","42",",,7","46",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-30",,,,,"0.03",",,7,0600","0.0",",,7,","0.0",",,7,",,,"70",",,7","46",",,7","46",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-05-31",,,,,"0.06",",,7,0600","0.0",",,7,","0.0",",,7,",,,"76",",,7","46",",,7","49",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-01",,,,,"0.07",",,7,0600","0.0",",,7,","0.0",",,7,",,,"83",",,7","49",",,7","49",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-02",,,,,"0.11",",,7,0600","0.0",",,7,","0.0",",,7,",,,"81",",,7","49",",,7","54",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-03",,,,,"0.06",",,7,0600","0.0",",,7,","0.0",",,7,",,,"79",",,7","49",",,7","50",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-04",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"77",",,7","50",",,7","51",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-05",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"83",",,7","51",",,7","56",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-06",,,,,"0.00","T,,7,0600","0.0",",,7,","0.0",",,7,",,,"85",",,7","51",",,7","57",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-07",,,,,"0.00","T,,7,0600","0.0",",,7,","0.0",",,7,",,,"78",",,7","55",",,7","55",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-08",,,,,"0.05",",,7,0600","0.0",",,7,","0.0",",,7,",,,"87",",,7","53",",,7","55",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-09",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"88",",,7","55",",,7","63",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-10",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"94",",,7","63",",,7","70",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-11",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"99",",,7","57",",,7","66",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-12",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"81",",,7","58",",,7","58",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-13",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"96",",,7","51",",,7","52",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-14",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"82",",,7","51",",,7","55",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-15",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"88",",,7","53",",,7","55",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-16",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"91",",,7","55",",,7","56",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-17",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"96",",,7","56",",,7","68",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-18",,,,,"0.00","T,,7,0600","0.0",",,7,","0.0",",,7,",,,"89",",,7","61",",,7","62",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-19",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"87",",,7","55",",,7","58",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-20",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"88",",,7","58",",,7","62",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-21",,,,,"0.00","T,,7,0600","0.0",",,7,","0.0",",,7,",,,"102",",,7","62",",,7","73",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-22",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"99",",,7","69",",,7","72",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-23",,,,,"0.02",",,7,0600","0.0",",,7,","0.0",",,7,",,,"95",",,7","54",",,7","55",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-24",,,,,"0.11",",,7,0600","0.0",",,7,","0.0",",,7,",,,"60",",,7","46",",,7","47",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-25",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"78",",,7","47",",,7","54",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-26",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"74",",,7","54",",,7","56",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-27",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"90",",,7","56",",,7","59",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-28",,,,,"0.01",",,7,0600","0.0",",,7,","0.0",",,7,",,,"97",",,7","59",",,7","60",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-29",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"90",",,7","56",",,7","57",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-06-30",,,,,"0.44",",,7,0600","0.0",",,7,","0.0",",,7,",,,"87",",,7","53",",,7","54",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-07-01",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"75",",,7","51",",,7","53",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-07-02",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"90",",,7","53",",,7","56",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2017-07-03",,,,,"0.00",",,7,0600","0.0",",,7,","0.0",",,7,",,,"95",",,7","56",",,7","59",",,7,0600",,,,,,,,,,,,
